[2024-12-13 11:11:16] C:\xampp\htdocs\portal\portal_phpcsv\data_processing/../uploads/Consulta de Vagas de estágio.xlsx
[2024-12-13 11:11:16] Os dados da tabela portal_vagas_estagio foram substituídas com sucesso!
[2024-12-13 11:11:16] Total de linhas inseridas: 2700, Total de colunas: 15
[2024-12-13 11:11:16] Total de linhas que apresentaram erro: 1319
[2024-12-13 11:11:16] Erro na linha 22, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 444, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 445, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 446, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 447, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 448, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 449, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 450, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 451, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 452, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 453, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 454, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 455, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 456, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 457, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 458, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 459, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 460, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 461, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 462, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 463, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 464, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 464, coluna F: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 465, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 466, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 467, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 468, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 469, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 470, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 471, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 472, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 473, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 474, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 475, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 476, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 477, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 478, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 479, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 480, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 481, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 482, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 483, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 484, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 485, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 486, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 487, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 488, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 489, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 490, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 491, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 492, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 493, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 494, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 495, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 496, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 497, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 498, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 499, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 500, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 501, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 502, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 503, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 504, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 505, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 506, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 507, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 508, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 509, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 510, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 511, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 512, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 513, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 514, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 515, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 516, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 517, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 518, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 519, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:23] Erro na linha 520, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 521, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 522, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 523, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 524, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 525, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 526, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 527, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 528, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 529, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 530, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 531, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 532, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 533, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 534, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 535, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 536, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 537, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 538, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 539, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 540, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 541, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 542, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 543, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 544, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 545, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 546, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 547, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 548, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 549, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 550, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 551, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 552, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 553, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 554, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 555, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 556, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 557, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 558, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 559, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 560, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 561, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 562, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 563, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 564, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 565, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 566, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 567, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 568, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 569, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 570, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 571, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 572, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 573, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 574, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 575, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 576, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 577, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 578, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 579, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 580, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 581, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 582, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 583, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 584, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 585, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 586, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 587, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 588, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 589, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 590, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 591, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 592, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 593, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 594, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 595, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 596, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 597, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 598, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 599, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 600, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 601, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 602, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 603, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 604, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 605, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 606, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 607, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 608, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 608, coluna F: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 608, coluna E: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 609, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 610, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 611, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 612, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 613, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 614, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 615, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 616, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 617, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 618, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 619, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 620, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 621, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 622, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 623, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 624, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 625, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 626, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 627, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:22] Erro na linha 628, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 629, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 630, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 631, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 632, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 633, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 634, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 635, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 636, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 637, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 638, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 639, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 640, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 641, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 642, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 643, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 644, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 645, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 646, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 647, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 648, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 649, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 650, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 651, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 652, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 653, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 654, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 655, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 656, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 657, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 658, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 659, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 660, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 661, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 662, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 663, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 664, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 665, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 666, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 667, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 668, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 669, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 670, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 671, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 672, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 673, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 674, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 675, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 676, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 677, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 678, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 679, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 680, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 681, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 682, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 683, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 684, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 685, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 686, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 687, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 688, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 689, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 690, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 691, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 692, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 693, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 694, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 695, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 696, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 697, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 698, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 699, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 700, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 701, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 702, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 703, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 704, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 705, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 706, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 707, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 708, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 709, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 710, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 711, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 712, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 713, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 714, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 715, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 716, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 717, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 718, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 719, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 720, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 721, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 722, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 723, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 724, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 725, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 726, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 727, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 728, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 729, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 730, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 731, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 732, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 733, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 734, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 735, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 736, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 737, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 738, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 739, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 740, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 741, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 742, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 743, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:21] Erro na linha 744, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 745, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 746, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 747, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 748, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 749, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 750, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 751, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 752, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 753, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 754, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 755, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 756, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 757, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 758, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 759, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 760, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 761, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 762, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 763, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 764, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 765, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 766, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 767, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 768, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 769, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 770, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 771, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 772, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 773, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 774, coluna G: Célula vazia, sem informação.
[2024-11-26 16:47:20] Erro na linha 775, coluna G: Célula vazia, sem informação.
